14,0
16,0
17,1
19,0
20,0
22,0
23,0
25,1
26,1
27,1
28,0
29,1
30,0
31,1
32,0
36,1
37,1
38,1
39,0
40,0
44,0
45,0
46,1
47,0
49,1
51,1
52,0
54,0
55,1
56,0
57,0
58,1
60,1
61,1
62,1
64,0
65,0
66,1
70,1
75,1
77,0
78,1
79,0
81,1
82,0
83,0
84,0
85,1
87,0
89,0
90,1
91,1
92,0
93,0
94,1
98,0
100,0
101,1
102,0
103,0
104,0
107,1
110,0
111,0
112,0
114,0
115,0
116,1
118,1
119,1
121,0
122,1
123,0
125,0
126,0
127,1
128,1
133,1
147,1
149,1
150,0
151,0
152,1
153,1
154,1
157,1
159,1
161,1
163,1
166,0
167,1
168,1
173,0
174,1
175,0
176,1
177,0
188,0
192,0
196,1
198,0
199,0
200,0
201,1
202,0
203,0
204,1
205,0
207,1
208,0
209,0
210,1
211,0
215,0
216,1
217,0
218,1
224,0
225,0
226,0
227,0
228,0
229,1
231,1
233,1
237,0
238,0
240,1
242,0
243,0
245,1
246,0
248,0
249,1
250,0
251,1
252,1
253,1
254,1
255,1
258,1
260,1
263,1
264,1
265,1
272,1
273,1
274,0
277,0
278,0
283,1
288,0
289,0
294,0
296,1
298,0
302,0
303,1
307,1
310,0
311,1
313,0
317,1
318,0
319,1
322,0
323,0
328,0
329,1
331,1
332,1
335,1
336,1
337,0
339,0
340,1
345,1
348,1
353,1
359,1
362,0
365,1
366,0
367,0
369,1
373,0
374,1
377,1
380,0
392,0
398,1
402,0
403,0
404,0
405,1
408,0
409,1
412,1
413,1
421,1
422,1
426,0
428,1
432,1
434,0
439,1
441,0
444,0
445,1
446,1
448,0
451,0
453,1
454,1
458,1
459,1
460,1
464,1
466,0
470,1
472,0
474,1
475,1
476,1
479,0
480,1
481,1
483,0
487,1
489,0
492,1
497,1
500,1
501,1
505,1
510,1
511,1
512,1
517,1
525,0
533,0
534,0
542,1
543,1
544,1
548,1
549,0
551,1
557,1
559,1
561,1
567,1
568,1
569,1
572,1
576,0
580,1
581,1
583,1
584,0
585,0
587,0
589,0
593,1
594,1
596,0
597,0
598,0
606,1
608,0
612,0
613,1
614,0
622,1
625,1
636,0
637,1
639,1
644,1
652,1
663,1
664,0
666,0
667,0
669,0
671,1
672,1
679,1
681,0
684,0
688,0
690,0
696,0
698,0
699,0
700,0
705,0
707,1
708,1
711,1
712,1
713,0
716,1
718,1
720,1
724,1
726,1
727,1
728,1
730,0
731,0
737,1
742,1
753,1
764,1
766,1
770,1
774,0
777,1
778,1
779,1
780,1
781,1
782,0
783,0
789,0
791,1
792,0
797,1
803,1
806,1
807,1
810,1
811,0
815,1
816,1
820,1
826,1
829,0
830,0
831,1
834,0
835,1
836,1
839,1
844,0
845,1
846,1
850,1
851,1
868,1
876,0
882,0
884,1
886,1
887,0
895,1
899,1
908,1
909,1
911,1
915,1
920,0
921,1
922,1
923,0
925,0
927,1
937,0
948,0
949,1
951,0
953,1
954,1
956,0
957,1
960,0
964,1
968,0
969,1
976,0
978,1
979,0
982,1
984,1
985,1
986,1
1001,1
1006,0
1012,0
1018,1
1025,1
1027,1
1028,1
1031,0
1034,1
1040,1
1046,1
1049,1
1050,0
1051,0
1052,0
1053,0
1054,0
1058,1
1060,0
1061,0
1065,1
1066,0
1069,0
1079,0
1081,1
1084,0
1085,1
1088,0
1089,1
1092,0
1093,0
1094,1
1096,1
1097,1
1098,0
1100,0
1107,1
1110,1
1112,1
1116,0
1121,1
1124,0
1132,1
1152,0
1154,0
1160,1
1161,1
1165,1
1166,0
1168,0
1171,0
1175,1
1179,1
1182,1
1183,0
1184,1
1187,1
1188,1
1195,0
1200,1
1212,0
1221,0
1222,1
1224,0
1225,1
1226,1
1230,1
1235,1
1239,1
1241,0
1246,0
1250,0
1252,0
1255,1
1258,1
1259,0
1260,1
1261,1
1263,0
1264,1
1265,1
1266,0
1271,1
1272,1
1274,1
1280,1
1283,1
1284,0
1289,0
1290,0
1291,0
1296,0
1298,0
1311,1
1313,1
1316,1
1320,1
1322,1
1323,1
1331,1
1334,1
1335,0
1336,1
1337,1
1341,1
1342,0
1343,0
1347,1
1348,0
1349,1
1353,1
1355,1
1363,0
1365,1
1367,1
1370,0
1373,0
1374,1
1379,1
1382,0
1383,1
1384,1
1387,1
1390,0
1392,1
1401,0
1403,1
1413,1
1414,0
1417,0
1421,0
1422,0
1425,0
1430,1
1444,1
1445,1
1446,1
1447,0
1448,0
1455,1
1456,1
1460,0
1462,0
1463,0
1469,1
1472,0
1473,1
1474,0
1482,1
1485,1
1487,1
1492,1
1494,1
1495,1
1498,0
1502,0
1505,1
1509,0
1513,1
1535,1
1536,1
1544,0
1545,0
1547,0
1552,1
1553,0
1556,1
1559,1
1563,0
1564,0
1566,0
1569,0
1571,1
1572,1
1578,0
1579,0
1580,0
1585,0
1593,0
1594,1
1595,1
1601,1
1603,1
1607,1
1614,1
1618,1
1621,1
1624,1
1629,0
1630,0
1633,0
1634,1
1636,0
1638,1
1639,1
1641,0
1643,1
1645,1
1646,1
1647,1
1648,0
1649,0
1650,1
1651,1
1653,0
1664,0
1665,0
1668,0
1673,0
1674,0
1678,0
1679,0
1680,0
1681,0
1685,1
1686,0
1688,1
1690,0
1691,0
1693,0
1695,0
1696,0
1699,1
1701,1
1704,0
1705,0
1708,1
1710,0
1714,0
1715,0
1717,0
1721,0
1723,1
1724,0
1726,0
1731,0
1733,0
1734,0
1736,0
1737,0
1740,0
1743,1
1746,1
1748,1
1750,0
1752,0
1754,0
1756,0
1757,0
1760,0
1765,0
1767,0
1769,1
1772,1
